what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965168177
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323965172786
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965172787
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965172802
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965184023
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965200016
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323965207434
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965207439
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965207445
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965219208
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965234559
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323965244744
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965244747
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965244761
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965256538
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965282404
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323965286308
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965286309
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965286428
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965297319
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965305546
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323965312090
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965312100
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965312116
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323965323460
