what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324043436536
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324043572723
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324043574717
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324043576557
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324043577080
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324044241530
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324044260292
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1324044271323
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1324044311234
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324044311236
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324044311402
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324044324347
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324044359732
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1324044373579
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324044373582
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324044373627
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324044385856
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324044501016
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324044508504
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324044532961
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324044643088
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1324044693972
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1324044695660
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1324044700192
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324044700196
