what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.dltk.console.ui,1.0.0.v20090610-1638,"org.eclipse.dltk.console.ui",1323850317039
started,bundle,org.eclipse.dltk.tcl.ui,1.0.0.v20090617-1157,"org.eclipse.dltk.tcl.ui",1323850317049
started,bundle,org.eclipse.dltk.tcl.core,1.0.0.v20090613-1432,"org.eclipse.dltk.tcl.core",1323850317077
started,bundle,org.eclipse.dltk.validators.ui,1.0.0.v20090610-1638,"org.eclipse.dltk.validators.ui",1323850317098
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323850318515
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1323850327876
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323850327897
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323850332416
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323850355744
started,bundle,org.python.pydev.customizations,2.0.0.2011040403,"org.python.pydev.customizations",1323850357073
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1323850359789
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1323850360424
started,bundle,com.python.pydev,2.0.0.2011040403,"com.python.pydev",1323850366869
started,bundle,com.python.pydev.refactoring,2.0.0.2011040403,"com.python.pydev.refactoring",1323850366910
started,bundle,org.python.pydev.django,2.0.0.2011040403,"org.python.pydev.django",1323850366958
started,bundle,org.python.pydev.refactoring,2.0.0.2011040403,"org.python.pydev.refactoring",1323850367071
started,bundle,org.python.pydev.jython,2.0.0.2011040403,"org.python.pydev.jython",1323850373918
started,bundle,org.modelica.mdt.core,0.7.7,"org.modelica.mdt.core",1323850374051
started,bundle,org.modelica.mdt.ui,0.7.7,"org.modelica.mdt.ui",1323850374114
started,bundle,com.python.pydev.codecompletion,2.0.0.2011040403,"com.python.pydev.codecompletion",1323850374166
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1323850374671
opened,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323850374778
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323850375092
activated,view,org.python.pydev,2.0.0.2011040403,"org.python.pydev.navigator.view",1323850375146
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1323850395492
