what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957112244
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957681225
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957685493
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957747095
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957756028
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957777510
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957780131
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323957784640
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957799430
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957808014
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957815936
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1323957818029
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957833340
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957856162
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957862804
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957934883
activated,view,org.python.pydev,2.0.0.2011040403,"org.python.pydev.navigator.view",1323957936269
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323957938433
activated,view,org.python.pydev,2.0.0.2011040403,"org.python.pydev.navigator.view",1323957938462
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323957961043
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323958548058
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323958554500
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.help.aboutAction",1323958559933
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323958559959
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323958562647
