what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"en_US",1323852271642
processors,sysinfo,,,"2",1323852271642
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1323852271642
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1323852271642
java.specification.name,sysinfo,,,"Java Platform API Specification",1323852271642
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1323852271642
java.specification.version,sysinfo,,,"1.6",1323852271642
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1323852271642
java.version,sysinfo,,,"1.6.0_23",1323852271642
java.vm.info,sysinfo,,,"mixed mode",1323852271642
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1323852271642
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1323852271642
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1323852271643
java.vm.specification.version,sysinfo,,,"1.0",1323852271643
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1323852271643
java.vm.version,sysinfo,,,"19.0-b09",1323852271643
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1323852273197
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323852283380
started,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1323852285934
started,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1323852285938
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1323852285948
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1323852286019
started,bundle,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui",1323852286142
started,bundle,org.eclipse.cdt.make.ui,6.0.1.201002161416,"org.eclipse.cdt.make.ui",1323852286148
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.2.v20100608-0100-e3x,"org.eclipse.cdt.mylyn.ui",1323852286210
