what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939194826
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939194833
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323939194857
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939195879
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939263466
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939275211
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939275219
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323939275258
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939321742
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939321750
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323939321830
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939333622
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939783670
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939811520
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939816415
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323939820496
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323939825860
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323939828264
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939857614
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939981332
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323940003172
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323940003767
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323940419947
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323940422408
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323940426164
