what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323941563916
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323941564908
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941567228
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941567238
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323941567520
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323941586101
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323941588573
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323941590044
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941590046
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941590053
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941597121
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941597123
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323941597191
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323941607256
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1323941616285
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1323941616514
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1323941616771
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323941618785
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941618786
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941618795
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323941620253
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323941629651
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323941638177
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323941639884
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941639886
