what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"2",1324281244944
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1324281244944
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1324281244944
java.specification.name,sysinfo,,,"Java Platform API Specification",1324281244944
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1324281244944
java.specification.version,sysinfo,,,"1.6",1324281244944
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1324281244944
java.version,sysinfo,,,"1.6.0_23",1324281244944
java.vm.info,sysinfo,,,"mixed mode",1324281244944
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1324281244944
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1324281244944
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1324281244944
java.vm.specification.version,sysinfo,,,"1.0",1324281244944
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1324281244944
java.vm.version,sysinfo,,,"19.0-b09",1324281244944
started,bundle,org.eclipse.wb.os.linux,0.9.0.r35x201105061148,"org.eclipse.wb.os.linux",1324281245440
started,bundle,org.eclipse.dltk.tcl.core,1.0.0.v20090613-1432,"org.eclipse.dltk.tcl.core",1324281259718
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1324281259879
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1324281259922
started,bundle,org.eclipse.cdt.debug.core,6.0.0.201002161416,"org.eclipse.cdt.debug.core",1324281260169
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.ui",1324281260225
started,bundle,org.eclipse.php.debug.ui,2.1.1.v20090921-1100,"org.eclipse.php.debug.ui",1324281260303
started,bundle,org.eclipse.php.server.ui,2.1.1.v20090707-1108,"org.eclipse.php.server.ui",1324281260327
activated,view,org.python.pydev,2.0.0.2011040403,"org.python.pydev.navigator.view",1324281302894
opened,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324281303146
