what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323938888245
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323938895525
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323938899667
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323938900484
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323938992682
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323938993673
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939020009
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939020016
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323939020039
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323939025544
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939025545
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939025552
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323939032201
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323939035080
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939081467
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939081497
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323939081530
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939083152
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939124599
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323939134832
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939146795
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939146803
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323939146853
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939148888
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323939182399
