what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1323870306556
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1323870308840
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1323870309655
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1323870310351
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1323870311658
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323870316739
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323870316745
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323870316820
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323870322627
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323870324901
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323870365458
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1323870365673
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323870371296
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323870372957
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323870377999
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323870378027
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323870378085
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323870380228
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323870635724
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323870639272
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323870640149
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323870705312
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323870705313
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323870705316
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323870706760
