what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324038425216
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324038471658
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324038474950
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324038476394
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324039300261
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324039324838
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324039399292
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1324039403478
opened,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324039428556
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324039428749
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324039428877
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324039428976
opened,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324039468105
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324039468208
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324039470834
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324039476064
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324039522429
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324039540880
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324039567404
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1324039581144
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324039581149
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324039581165
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324039596796
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324039625374
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1324039625497
