what,kind,bundleId,bundleVersion,description,time
opened,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324047056718
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324047056822
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324047058250
closed,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324047058250
closed,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324047059503
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1324047125358
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1324047126213
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1324047143835
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324047154039
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1324047158952
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324047162950
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1324047178287
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324047178297
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324047178313
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324047190508
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324047196544
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1324047206616
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324047206618
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324047206634
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324047218316
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324047242120
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1324047250391
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324047250393
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324047250412
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324047262108
