what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323856274298
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323856303464
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323856339949
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323856340844
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323856342358
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323856364825
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323856364831
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323856364859
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323856365416
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323856644989
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323856649338
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323856649339
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323856649355
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323856655251
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323856655260
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323856655301
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323856657593
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323856757370
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323856859033
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323856868698
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323856882001
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323856931436
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323856969874
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323857062002
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323857067558
