what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323962599889
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962599890
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962599951
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323962699948
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962699950
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962700018
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323962714237
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962714244
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962714285
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323962717541
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962717543
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962717592
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323962719169
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962730042
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962740591
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323962743985
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323962752714
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962752725
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962752756
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962765749
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962905455
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323962921806
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962933511
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962934670
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323962937322
