what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323936196418
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323936238078
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323936238087
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323936238138
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323936248751
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1323936248931
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323936252304
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323936257329
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323936257330
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323936257338
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323936268798
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323936339672
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323936346327
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323936367645
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323936370833
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323936376741
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323936377767
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323936382562
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323936382569
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323936382613
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323936395070
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323936395973
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323936397327
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323936427871
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323936427882
