what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323869075203
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869075204
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869075241
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869075796
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869103182
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323869114278
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869114280
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869114284
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323869121746
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869121759
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869121786
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869122946
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869123942
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323869127986
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869127988
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869128046
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869128859
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869136580
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869139134
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869141655
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323869144464
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869144466
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869144515
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869145059
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323869310165
