what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323942407329
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323942430200
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942430202
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942430210
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942438600
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942543978
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942609268
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942678338
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323942686880
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942686888
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942686900
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942688510
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942698087
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323942700755
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323942707915
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323942709423
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323942710966
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323942748586
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942748588
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942748602
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323942755078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942755079
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323942755086
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323942843682
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323942845086
