what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1324022236971
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1324022237248
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324022241898
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1324022247465
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324022247467
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324022247474
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1324022257801
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324022257802
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324022257810
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1324022266538
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1324022298576
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1324022304227
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1324022315722
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324022315723
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324022315746
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324022328717
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324022382819
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324022932691
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1324023024466
stopped,bundle,com.something.eclipse.shelled.ui,1.0.5,"com.something.eclipse.shelled.ui",1324023025330
stopped,bundle,org.eclipse.dltk.tcl.testing.tcltest,1.0.0.v20090615-1430,"org.eclipse.dltk.tcl.testing.tcltest",1324023025330
stopped,bundle,org.eclipse.dltk.tcl.testing,1.0.0.v20090610-1638,"org.eclipse.dltk.tcl.testing",1324023025330
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20090610-1638,"org.eclipse.dltk.testing",1324023025331
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.jaxp.debug.ui",1324023025331
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1324023025333
