what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323857888595
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323857888605
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323857888684
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323857889171
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323857935317
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323857937404
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323857955848
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323857959089
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323857968635
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323857968641
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323857968645
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323857970553
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323858168253
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323858180918
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323858183885
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323858185673
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323858198761
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323858198763
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323858198767
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323858199763
started,bundle,org.eclipse.cdt.launch,6.0.0.201002161416,"org.eclipse.cdt.launch",1323858201973
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323858202034
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.ui",1323858202172
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.core",1323858202256
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1323858202710
