what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323940426694
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323940448806
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323940473533
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323940473537
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323940473546
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323940501589
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323940501591
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323940501598
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323940536447
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323940536449
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323940536463
activated,view,org.python.pydev,2.0.0.2011040403,"org.python.pydev.navigator.view",1323940555698
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323940556625
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323940588467
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323940588468
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323940588484
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323940605653
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941130319
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941136485
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323941270277
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323941271464
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941300976
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323941300991
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323941301034
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323941436011
