what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951462694
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323951462843
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951463922
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951626491
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951634350
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951647631
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951662754
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951662762
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323951662819
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323951666723
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323951669915
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323951670421
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951677165
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951677174
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323951677221
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323951677903
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1323951690814
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951693235
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951693243
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323951693284
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951698037
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951698045
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323951698101
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323951776120
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323951777255
