what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323859824810
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323859824846
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323859825844
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323859850296
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323859858932
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323859858934
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323859858947
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323859860485
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323859888464
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323859896388
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323859897597
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1323859909236
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323859910433
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1323859912721
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323859914722
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323859914724
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323859914727
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323859924564
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323862729152
activated,editor,org.python.pydev,2.0.0.2011040403,"org.python.pydev.editor.PythonEditor",1323862732802
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1323862758698
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323862758700
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323862758703
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323862760295
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1323862762034
